list_nr,id_bioguide,id_thomas,id_lis,id_govtrack,id_opensecrets,id_votesmart,id_fec,id_cspan,id_wikipedia,id_house_history,id_ballotpedia,id_maplight,id_icpsr,id_wikidata,id_google_entity_id,id_pictorial,name_first,name_last,name_official_full,bio_birthday,bio_gender,term_type,term_start,term_end,term_state,term_district,term_party,term_class,term_url,term_address,term_phone,term_fax,term_contact_form,term_office,term_state_rank,term_rss_url,name_middle,name_nickname,term_caucus,term_how,name_suffix,term_end-type,term_party_affiliations,id_bioguide_previous,id_house_history_alternate
4,W000802,01823,S316,412247,N00027533,2572,S6RI00221,92235,Sheldon Whitehouse,NA,Sheldon Whitehouse,728,40704,Q652066,kg:/m/07qw94,13372,Sheldon,Whitehouse,Sheldon Whitehouse,1955-10-20,M,sen,2013-01-03,2019-01-03,RI,NA,Democrat,1,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,202-228-6362,https://www.whitehouse.senate.gov/contact/email-sheldon,530 Hart Senate Office Building,junior,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,NA,NA,NA,NA,NA,NA,,NA,NA
4,W000802,01823,S316,412247,N00027533,2572,S6RI00221,92235,Sheldon Whitehouse,NA,Sheldon Whitehouse,728,40704,Q652066,kg:/m/07qw94,13372,Sheldon,Whitehouse,Sheldon Whitehouse,1955-10-20,M,sen,2019-01-03,2025-01-03,RI,NA,Democrat,1,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,NA,https://www.whitehouse.senate.gov/contact/email-sheldon,530 Hart Senate Office Building,junior,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,NA,NA,NA,NA,NA,NA,,NA,NA
4,W000802,01823,S316,412247,N00027533,2572,S6RI00221,92235,Sheldon Whitehouse,NA,Sheldon Whitehouse,728,40704,Q652066,kg:/m/07qw94,13372,Sheldon,Whitehouse,Sheldon Whitehouse,1955-10-20,M,sen,2025-01-03,2031-01-03,RI,NA,Democrat,1,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,NA,https://www.whitehouse.senate.gov/contact/email-sheldon,530 Hart Senate Office Building,junior,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,NA,NA,NA,NA,NA,NA,,NA,NA
5,B001261,01881,S317,412251,N00006236,52662,S6WY00068,1024777,John Barrasso,NA,John Barrasso,732,40707,Q720521,kg:/m/02rsm32,13410,John,Barrasso,John Barrasso,1952-07-21,M,sen,2007-06-25,2013-01-03,WY,NA,Republican,1,http://barrasso.senate.gov,307 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-6441,202-224-1724,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=ContactUs.ContactForm,307 Dirksen Senate Office Building,NA,NA,A.,NA,NA,appointment,NA,NA,,NA,NA
5,B001261,01881,S317,412251,N00006236,52662,S6WY00068,1024777,John Barrasso,NA,John Barrasso,732,40707,Q720521,kg:/m/02rsm32,13410,John,Barrasso,John Barrasso,1952-07-21,M,sen,2013-01-03,2019-01-03,WY,NA,Republican,1,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,202-224-1724,https://www.barrasso.senate.gov/public/index.cfm/contact-form,307 Dirksen Senate Office Building,junior,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,A.,NA,NA,NA,NA,NA,,NA,NA
5,B001261,01881,S317,412251,N00006236,52662,S6WY00068,1024777,John Barrasso,NA,John Barrasso,732,40707,Q720521,kg:/m/02rsm32,13410,John,Barrasso,John Barrasso,1952-07-21,M,sen,2019-01-03,2025-01-03,WY,NA,Republican,1,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,NA,https://www.barrasso.senate.gov/public/index.cfm/contact-form,307 Dirksen Senate Office Building,senior,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,A.,NA,NA,NA,NA,NA,,NA,NA
5,B001261,01881,S317,412251,N00006236,52662,S6WY00068,1024777,John Barrasso,NA,John Barrasso,732,40707,Q720521,kg:/m/02rsm32,13410,John,Barrasso,John Barrasso,1952-07-21,M,sen,2025-01-03,2031-01-03,WY,NA,Republican,1,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,NA,https://www.barrasso.senate.gov/public/index.cfm/contact-form,307 Dirksen Senate Office Building,senior,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,A.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,rep,1995-01-04,1997-01-03,MS,1,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,rep,1997-01-07,1999-01-03,MS,1,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,rep,1999-01-06,2001-01-03,MS,1,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,rep,2001-01-03,2003-01-03,MS,1,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,rep,2003-01-07,2005-01-03,MS,1,Republican,NA,http://www.house.gov/wicker,NA,NA,NA,NA,NA,NA,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,rep,2005-01-04,2007-01-03,MS,1,Republican,NA,http://www.house.gov/wicker,NA,NA,NA,NA,NA,NA,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,rep,2007-01-04,2007-12-31,MS,1,Republican,NA,http://www.house.gov/wicker,NA,NA,NA,NA,NA,NA,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,sen,2007-12-31,2013-01-03,MS,NA,Republican,1,http://wicker.senate.gov,555 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-6253,202-228-0378,http://www.wicker.senate.gov/public/index.cfm?FuseAction=Contact.EMailSenatorWicker,555 Dirksen Senate Office Building,NA,NA,F.,NA,NA,appointment,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,sen,2013-01-03,2019-01-03,MS,NA,Republican,1,https://www.wicker.senate.gov,555 Dirksen Senate Office Building Washington DC 20510,202-224-6253,202-228-0378,https://www.wicker.senate.gov/public/index.cfm/contact,555 Dirksen Senate Office Building,senior,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,sen,2019-01-03,2025-01-03,MS,NA,Republican,1,https://www.wicker.senate.gov,425 Russell Senate Office Building Washington DC 20510,202-224-6253,NA,https://www.wicker.senate.gov/public/index.cfm/contact,425 Russell Senate Office Building,senior,NA,F.,NA,NA,NA,NA,NA,,NA,NA
6,W000437,01226,S318,400432,N00003280,21926,H4MS01078,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,Wicker,Roger F. Wicker,1951-07-05,M,sen,2025-01-03,2031-01-03,MS,NA,Republican,1,https://www.wicker.senate.gov,425 Russell Senate Office Building Washington DC 20510,202-224-6253,NA,https://www.wicker.senate.gov/public/index.cfm/contact,425 Russell Senate Office Building,senior,NA,F.,NA,NA,NA,NA,NA,,NA,NA
7,C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,Collins,Susan M. Collins,1952-12-07,F,sen,1997-01-07,2003-01-03,ME,NA,Republican,2,NA,NA,NA,NA,NA,NA,NA,NA,M.,NA,NA,NA,NA,NA,,NA,NA
7,C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,Collins,Susan M. Collins,1952-12-07,F,sen,2003-01-07,2009-01-03,ME,NA,Republican,2,http://collins.senate.gov,NA,NA,NA,NA,NA,NA,NA,M.,NA,NA,NA,NA,NA,,NA,NA
7,C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,Collins,Susan M. Collins,1952-12-07,F,sen,2009-01-06,2015-01-03,ME,NA,Republican,2,http://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,202-224-2693,http://www.collins.senate.gov/public/index.cfm/email,413 Dirksen Senate Office Building,senior,http://www.collins.senate.gov/public/?a=rss.feed,M.,NA,NA,NA,NA,NA,,NA,NA
7,C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,Collins,Susan M. Collins,1952-12-07,F,sen,2015-01-06,2021-01-03,ME,NA,Republican,2,https://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,202-224-2693,http://www.collins.senate.gov/contact,413 Dirksen Senate Office Building,senior,http://www.collins.senate.gov/public/?a=rss.feed,M.,NA,NA,NA,NA,NA,,NA,NA
7,C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,Collins,Susan M. Collins,1952-12-07,F,sen,2021-01-03,2027-01-03,ME,NA,Republican,2,https://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,NA,https://www.collins.senate.gov/contact,413 Dirksen Senate Office Building,senior,http://www.collins.senate.gov/public/?a=rss.feed,M.,NA,NA,NA,NA,NA,,NA,NA
8,C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,NA,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,Cornyn,John Cornyn,1952-02-02,M,sen,2002-11-30,2003-01-03,TX,NA,Republican,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
8,C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,NA,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,Cornyn,John Cornyn,1952-02-02,M,sen,2003-01-07,2009-01-03,TX,NA,Republican,2,http://cornyn.senate.gov/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
8,C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,NA,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,Cornyn,John Cornyn,1952-02-02,M,sen,2009-01-06,2015-01-03,TX,NA,Republican,2,http://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,202-228-2856,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,517 Hart Senate Office Building,senior,http://www.cornyn.senate.gov/public/?a=rss.feed,NA,NA,NA,NA,NA,NA,,NA,NA
8,C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,NA,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,Cornyn,John Cornyn,1952-02-02,M,sen,2015-01-06,2021-01-03,TX,NA,Republican,2,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,202-228-2856,https://www.cornyn.senate.gov/contact,517 Hart Senate Office Building,senior,http://www.cornyn.senate.gov/public/?a=rss.feed,NA,NA,NA,NA,NA,NA,,NA,NA
8,C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,NA,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,Cornyn,John Cornyn,1952-02-02,M,sen,2021-01-03,2027-01-03,TX,NA,Republican,2,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,NA,https://www.cornyn.senate.gov/contact,517 Hart Senate Office Building,senior,http://www.cornyn.senate.gov/public/?a=rss.feed,NA,NA,NA,NA,NA,NA,,NA,NA
9,D000563,00326,S253,300038,N00004981,26847,S6IL00151,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,NA,Richard,Durbin,Richard J. Durbin,1944-11-21,M,rep,1983-01-03,1985-01-03,IL,20,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.,NA,NA,NA,NA,NA,,NA,NA
9,D000563,00326,S253,300038,N00004981,26847,S6IL00151,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,NA,Richard,Durbin,Richard J. Durbin,1944-11-21,M,rep,1985-01-03,1987-01-03,IL,20,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.,NA,NA,NA,NA,NA,,NA,NA
9,D000563,00326,S253,300038,N00004981,26847,S6IL00151,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,NA,Richard,Durbin,Richard J. Durbin,1944-11-21,M,rep,1987-01-06,1989-01-03,IL,20,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.,NA,NA,NA,NA,NA,,NA,NA
9,D000563,00326,S253,300038,N00004981,26847,S6IL00151,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,NA,Richard,Durbin,Richard J. Durbin,1944-11-21,M,rep,1989-01-03,1991-01-03,IL,20,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.,NA,NA,NA,NA,NA,,NA,NA
9,D000563,00326,S253,300038,N00004981,26847,S6IL00151,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,NA,Richard,Durbin,Richard J. Durbin,1944-11-21,M,rep,1991-01-03,1993-01-03,IL,20,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.,NA,NA,NA,NA,NA,,NA,NA
9,D000563,00326,S253,300038,N00004981,26847,S6IL00151,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,NA,Richard,Durbin,Richard J. Durbin,1944-11-21,M,rep,1993-01-05,1995-01-03,IL,20,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.,NA,NA,NA,NA,NA,,NA,NA
9,D000563,00326,S253,300038,N00004981,26847,S6IL00151,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,NA,Richard,Durbin,Richard J. Durbin,1944-11-21,M,rep,1995-01-04,1997-01-03,IL,20,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.,NA,NA,NA,NA,NA,,NA,NA
